i have made your reservation . your reference number is [restaurant_reference] .	booking was successful . the table will be reserved for [value_count] minutes . reference number is [restaurant_reference] . is there anything else i can help you with ?
great ! where are you going , and when would you like to arrive ?	where are you departing from ?
great , what day and time would you like to leave ?	what day would you like to travel ?
okay , i see [value_count] trains here matching your needs . would you like me to reserve tickets ?	[train_id] leaves at [value_time] and arrives at [value_time] . would you like me to book that for you ?
okay , you are booked and reference number is [train_reference]	booking was successful , the total fee is [value_price] gbp payable at the station . reference number is [train_reference] . is there anything else i can help you with ?
is there anything else i can help you with ?	you are welcome . have a nice day .
your welcome enjoy your trip	you are welcome . have a nice day .
i cannot find any entertainment venue -s in the [value_area] . would you like to try something different ? a museum perhaps ?	[attraction_name] is a nice place in the [value_area] . would you like their location ?
sure , there are [value_count] colleges in that area .	[attraction_name] is a nice museum in the [value_area] . would you like their location ?
[attraction_name] is [value_count] i would recommend , their phone number is [attraction_phone] , post code is [attraction_postcode] , and there is no entrance fee . can i help you with anything else ?	[attraction_name] is located at [attraction_address] . their postcode is [attraction_postcode] . their phone number is [attraction_phone] . is there anything else i can help you with ?
where are you traveling from ? there are [value_count] trains from [value_place] that arrive by that time .	where are you departing from ?
the first train leaves at [value_time] .	[train_id] leaves at [value_time] and arrives at [value_time] . would you like me to book that ?
your reservation has been made . the total fee is [value_price] gbp payable at the station . reference number is [train_reference]	booking was successful , the total fee is [value_price] gbp payable at the station . reference number is [train_reference] . is there anything else i can help with ?
i am glad i can help and enjoy .	you are welcome . have a nice day .
thank you for contacting us have a nice day .	you are welcome . have a nice day .
what day will you be travelling ?	where are you departing from ?
alright , where will you be departing ?	where are you departing from ?
what time do you need to be there by ? is it [value_time] ?	[train_id] leaves at [value_time] . would you like me to book that for you ?
i have only [value_count] train that would be close to those traveling times . it leaves [value_place] at [value_time] and arrives in [value_place] at [value_time] .	[train_id] leaves at [value_time] and arrives at [value_time] . would you like me to book that ?
i was able to book you [value_count] ticket on train [train_id] . your total cost is [value_price] gbp payable at the station . your reference number is [train_reference] .	booking was successful , the total fee is [value_price] gbp payable at the station . reference number is [train_reference] . is there anything else i can help you with ?
you are welcome . have a safe trip . goodbye .	you are welcome . have a nice day .
what time would you like to depart ?	what day would you like to travel ?
ok , and what day do you need to travel ?	what day would you like to travel ?
[train_id] will arrive in [value_place] [value_day] by [value_time] , it will depart [value_place] at [value_time] . does this suit your needs ?	[train_id] leaves at [value_time] and arrives at [value_time] . would you like me to book that ?
yes i booked it and your reference number is [train_reference] . will there be anything else ?	booking was successful , the total fee is [value_price] gbp payable at the station . reference number is [train_reference] . is there anything else i can help you with ?
thank you , enjoy your day , goodbye .	you are welcome . have a nice day .
i have several options , almost all of which are [value_pricerange] guesthouses . i do have [value_count] [value_pricerange] [value_count] , too . would you like to book a room ?	[hotel_name] is a [value_pricerange] -ly priced [value_count] star guesthouse in the [value_area] part of town . would you like me to book a room ?
ok , how many are in your party , what day will you arrive , and how many nights will you be staying ?	would you like me to book a room ?
as i mentioned it is <unk> and the phone number is [restaurant_phone] .	[restaurant_name] is a [value_pricerange] -ly priced [value_food] restaurant in the [value_area] part of town . their phone number is [restaurant_phone] . is there anything else i can help you with ?
sure thing what kind of food do you want ?	[restaurant_name] is a [value_pricerange] -ly priced [value_food] restaurant in the [value_area] part of town . would you like their location ?
the [hotel_name] is in the [value_pricerange] price range and they do offer parking . can i help with anything else ?	[hotel_name] is a [value_pricerange] -ly priced [value_count] star hotel in the [value_area] . would you like me to book a room ?
there is [restaurant_name] that serves [value_food] food . would you like to book a table there ?	[restaurant_name] is a [value_pricerange] -ly priced [value_food] restaurant in the [value_area] part of town . would you like their location ?
i have booked it for you ! the reference is [restaurant_reference] .	booking was successful . the table will be reserved for [value_count] minutes . reference number is [restaurant_reference] . is there anything else i can help you with ?
thank you for letting me help you today .	you are welcome . have a nice day .
i can help you with that . what day will you be traveling ?	what day would you like to travel ?
i have train [train_id] that leaves at [value_time] , and arrives at [value_time] . is that to your <unk> ?	[train_id] leaves at [value_time] and arrives at [value_time] . would you like me to book that ?
the travel time for that train is [value_count] minutes	the travel time is [value_count] minutes . is there anything else i can help you with ?
sure it is a lovely museum located in the [value_area] , and the best part is it is free to get in !	[attraction_name] is a museum in the [value_area] . their phone number is [attraction_phone] . is there anything else i can help you with ?
the phone number is [attraction_phone]	their phone number is [attraction_phone] . is there anything else i can help you with ?
you are welcome ! is there anything else you need help with today ?	you are welcome . is there anything else i can help you with ?
you are welcome , and have a great day !	you are welcome . have a nice day .
i am sorry , but there are no [value_count] star hotel -s any where in [value_place] . would you like to <unk> your criteria ?	i am sorry , but there are no hotel -s that match your criteria . would you like to try a different price range ?
i have [value_count] options for you the huntingdon marriot on the [value_area] side , and the [hotel_name] in the center . are you interested in [value_count] of these ?	[hotel_name] is a [value_pricerange] -ly priced [value_count] star hotel in the [value_area] part of town . would you like their location ?
both are [value_count] stars . how many days would you be staying , and how many people are in your party ? i can see if something is available .	[hotel_name] is a [value_pricerange] -ly priced [value_count] star hotel in the [value_area] part of town . would you like their location ?
how many are in your party ?	booking was successful . would you like me to book a room ?
i am sorry , but there is nothing available at that time at either hotel . would you like to try <unk> nights or perhaps a different arrival day ?	booking was unsuccessful . would you like to try a different day or a shorter stay ?
yes , i <unk> [value_day] but it is not available . can you shorten your stay at all ?	booking was unsuccessful . would you like to try a different day or a shorter stay ?
neither hotel appears to have [value_count] days available starting on [value_day] for [value_count] people , can i look something else up for you ?	booking was unsuccessful . would you like to try a different day or a shorter stay ?
sure . i was able to book you for the [hotel_name] . reference [hotel_reference] . anything else i can help with ?	booking was successful . reference number is [hotel_reference] . is there anything else i can help you with ?
you are quite welcome . if you need anything else just <unk> us again . thanks for contacting the [value_place] towninfo [value_area] and have a great day !	you are welcome . have a nice day .
sure , do you have an area of town you would like to visit ?	[attraction_name] is a nice place in the [value_area] . would you like their location ?
[restaurant_name] is in the [value_area] of town	[attraction_name] is a nice place in the [value_area] . would you like their location ?
there are [value_count] location -s . do you have a food preference ?	[restaurant_name] is a [value_pricerange] -ly priced [value_food] restaurant in the [value_area] part of town . would you like their location ?
there are [value_count] options that meet your criteria . personally , i would recommend the [restaurant_name] at [restaurant_address] .	[restaurant_name] is a [value_pricerange] -ly priced [value_food] restaurant in the [value_area] part of town . would you like their location ?
for how many people and time please ?	sure . what day would you like to dine ?
the phone number is [restaurant_phone] and the post code is [restaurant_postcode] .	their phone number is [attraction_phone] . their postcode is [attraction_postcode] . is there anything else i can help you with ?
[restaurant_address] . what else may i do ?	[restaurant_name] is located at [restaurant_address] . is there anything else i can help you with ?
you are welcome . have a nice day . goodbye .	you are welcome . have a nice day .
they are on <unk> st , postal code [restaurant_postcode] , they can be reach at [restaurant_phone] , the entrance fee is [value_count] pounds , can i help with anything else ?	[attraction_name] is a museum in the [value_area] . their phone number is [attraction_phone] . is there anything else i can help you with ?
the <unk> gardens are in the [value_area] . would you like the restaurant to also be in the center ? do you have any type of cuisine in mind ?	[restaurant_name] is a nice restaurant in the [value_area] part of town . would you like their location ?
there are [value_count] guesthouses with free parking , do you have a price or area preference ?	[hotel_name] is a [value_pricerange] -ly priced [value_count] star hotel in the [value_area] part of town . would you like me to book a room ?
i found a guest house listing for [hotel_name] in the [value_area] . would you like more information ?	[restaurant_name] is a [value_pricerange] -ly priced [value_food] restaurant in the [value_area] part of town . would you like their location ?
i have [value_count] hotel in the [value_area] . [hotel_name] is [value_pricerange] with [value_count] stars . it offers free parking and wifi . do you need a room ?	[hotel_name] is a [value_pricerange] -ly priced [value_count] star hotel in the [value_area] . would you like me to book a room ?
okay . and did you want it in the [value_area] or the [value_area] ?	[hotel_name] is a [value_pricerange] -ly priced [value_count] star hotel in the [value_area] . would you like me to book a room ?
i found [hotel_name] matching your request . would you like to book a room now ?	[restaurant_name] is a [value_pricerange] -ly priced [value_food] restaurant in the [value_area] part of town . would you like their location ?
booking was successful . reference number is [hotel_reference] .	booking was successful . reference number is [hotel_reference] . is there anything else i can help you with ?
have a nice day .	you are welcome . have a nice day .
yes ! i found [value_count] attractions matching your requirement -s . would you like to know more ?	[attraction_name] is a nice place in the [value_area] . would you like their location ?
[attraction_name] is [value_count] pounds and the other [value_count] are free . would you like the address for [attraction_name] ?	[attraction_name] is a museum . their address is [attraction_address] . is there anything else i can help you with ?
the church is located in [attraction_address] postcode [attraction_postcode] . i do not have access to the full address .	their phone number is [attraction_phone] . is there anything else i can help you with ?
ok , can i help with any other travel <unk> ?	you are welcome . have a nice day .
okay , i recommend the <unk> s <unk> . would you like me to make a reservation ?	[restaurant_name] is a [value_food] restaurant in the [value_area] part of town . their address is [restaurant_address] . their postcode is [restaurant_postcode] . is there anything else i can help you with ?
yes i can if you let me know how many people the reservation will be for an date and time of the booking .	[restaurant_name] is a [value_pricerange] -ly priced [value_food] restaurant in the [value_area] part of town . would you like their location ?
the postcode for [restaurant_name] is [restaurant_postcode] . the address is [restaurant_address] . can i help you with anything else today ?	[restaurant_name] is located at [restaurant_address] . their postcode is [restaurant_postcode] . is there anything else i can help you with ?
thank you so much ! i hope you have an excellent time on your trip ! goodbye !	you are welcome . have a nice day .
what area are you wanting to be in ?	[restaurant_name] is a [value_pricerange] -ly priced [value_food] restaurant in the [value_area] part of town . would you like their location ?
yes , there are [value_count] [restaurant_name] & [restaurant_name] . would you like further information ?	[restaurant_name] is a [value_pricerange] -ly priced [value_food] restaurant in the [value_area] part of town . would you like their location ?
your <unk> has been reserved for [value_count] people on [value_day] at [value_time] . the reference number is [restaurant_reference] .	booking was successful . the table will be reserved for [value_count] minutes . reference number is [restaurant_reference] . is there anything else i can help you with ?
thank you . goodbye .	you are welcome . have a nice day .
i can help you with that . when do you need to leave ?	what time would you like to leave ?
where will you be going ?	what is your destination ?
i have booked for you a [taxi_type] , the contact number is [taxi_phone] . is there anything else i can help you with ?	booking completed ! booked car type [taxi_type] contact number [taxi_phone] is there anything else i can help you with ?
thank you for contacting us and have a nice day .	you are welcome . have a nice day .
i am sorry but i have no listings for [value_pricerange] [value_area] [value_food] restaurant -s . is there another choice you would like ?	[restaurant_name] is a [value_pricerange] -ly priced [value_food] restaurant in the [value_area] part of town . would you like their location ?
there are no [value_area] [value_food] restaurant -s . there are [value_food] restaurant -s available though . would this b <unk> okay ?	[restaurant_name] is a [value_pricerange] -ly priced [value_food] restaurant in the [value_area] part of town . would you like their location ?
there are a number of [value_pricerange] [value_food] restaurant -s in [value_place] . do you have an area in mind ?	[restaurant_name] is a [value_pricerange] -ly priced [value_food] restaurant in the [value_area] part of town . would you like their location ?
the [restaurant_name] meets all of your criteria ! would you like to book a table ?	[restaurant_name] is a [value_pricerange] -ly priced [value_food] restaurant in the [value_area] part of town . would you like their location ?
the phone number is [restaurant_phone] and the postcode is [restaurant_postcode] . is there anything else i can help ?	[restaurant_name] is located at [restaurant_address] . their postcode is [restaurant_postcode] . their phone number is [restaurant_phone] . is there anything else i can help you with ?
the [hotel_name] is a [value_count] star guesthouse in the [value_area] at [value_count] <unk> road . it does not offer parking , but internet is available .	[hotel_name] is a [value_pricerange] -ly priced [value_count] star hotel in the [value_area] . would you like me to book a room ?
sure , it is located at [hotel_address] , postcode [hotel_postcode] .	[restaurant_name] is located at [restaurant_address] . their postcode is [restaurant_postcode] . is there anything else i can help you with ?
glad i can help enjoy your stay .	you are welcome . have a nice day .
<unk> <unk> or now . see <unk> later <unk> .	you are welcome . have a nice day .
helping <unk> been m pleasure	you are welcome . have a nice day .
bye great day	you are welcome . have a nice day .
i am sorry , but there are no restaurant -s that match your criteria . would you like to <unk> your search ?	[restaurant_name] is a [value_pricerange] -ly priced [value_food] restaurant in the [value_area] part of town . would you like their location ?
i am sorry , but there are no welsh restaurant -s in all of [value_place] .	[restaurant_name] is a [value_pricerange] -ly priced [value_food] restaurant in the [value_area] part of town . would you like their location ?
i found [value_count] options for you [restaurant_name] at [restaurant_address] , [restaurant_name] at [restaurant_address] , and [restaurant_name] at [restaurant_address]	[restaurant_name] is a [value_pricerange] -ly priced [value_food] restaurant in the [value_area] part of town . would you like their location ?
i cannot book a reservation for you until i know what time and day your planning on going there .	booking was unsuccessful . would you like to try a different time ?
i have confirmed your reservation at [restaurant_name] s on [value_day] at [value_time] for [value_count] . the reference number is [restaurant_reference] . is there anything else you need help with ?	booking was successful . the table will be reserved for [value_count] minutes . reference number is [restaurant_reference] . is there anything else i can help you with ?
there are [value_count] trains that meet those criteria . where are you departing from and on what day ?	where are you departing from ?
there are [value_count] trains that will arrive <unk> to [value_time] . do you prefer a particular arrival time ?	[train_id] leaves at [value_time] and arrives at [value_time] . would you like me to book that for you ?
i found [value_count] that arrives by [value_time] it is [train_id] , would you like to book that ?	[train_id] leaves at [value_time] and arrives at [value_time] . would you like me to book that for you ?
booking was successful , the total fee is [value_price] gbp payable at the station . reference number is [train_reference] .	booking was successful , the total fee is [value_price] gbp payable at the station . reference number is [train_reference] . is there anything else i can help you with ?
you are welcome . can i help you with anything else ?	you are welcome . have a nice day .
thank you for using our service . have a wonderful day !	you are welcome . have a nice day .
unfortunately there are no entertainment attractions in the [value_area] of town . is there a different area of town that would work for you ?	[attraction_name] is a nice place in the [value_area] . would you like their location ?
yes , there are [value_count] museums . i would recommend [attraction_name] . it s at [attraction_address] [restaurant_postcode] and has free entrance . would that work for you ?	[attraction_name] is a nice museum in the [value_area] . would you like their location ?
certainly . the [attraction_name] s phone number is [attraction_phone] . is there anything else i can help you with today ?	their phone number is [attraction_phone] . is there anything else i can help you with ?
you are welcome . have a great day . bye .	you are welcome . have a nice day .
there are several nightclubs in town . i recommend [attraction_name] . it is found in the center of town .	[attraction_name] is a nice place . would you like their location ?
sure thing ! entry fee is [value_count] pounds and postcode is [restaurant_postcode] .	[attraction_name] is located at [attraction_address] . their postcode is [attraction_postcode] . is there anything else i can help you with ?
we have many dining options available in city [value_area] . do you have a price range or style of food you would prefer ?	[attraction_name] is a nice place in the [value_area] . would you like their location ?
unfortunately not . do you want to <unk> your search ?	i am sorry , but there are no swimming pools in the [value_area] . would you like to try a different type of attraction ?
oh , great choice . i love [value_food] too . there are several options . how about [restaurant_name] ?	[restaurant_name] is a [value_pricerange] -ly priced [value_food] restaurant in the [value_area] part of town . would you like their location ?
[restaurant_name] is <unk> [value_pricerange] , but the food is <unk> . would you like me to book it for you ?	[restaurant_name] is a [value_pricerange] -ly priced [value_food] restaurant in the [value_area] part of town . would you like their location ?
i would be happy to . can you tell me a date , time and how many people in your party ?	[restaurant_name] is a [value_pricerange] -ly priced [value_food] restaurant in the [value_area] . would you like their location ?
booking was successful . the table will be reserved for [value_count] minutes . your reference number is [restaurant_reference] .	booking was successful . the table will be reserved for [value_count] minutes . reference number is [restaurant_reference] . is there anything else i can help you with ?
i can help with that . what is your departure site , destination , and the time you need it ?	what time would you like to leave ?
a [taxi_type] will pick you up , and the contact number is [taxi_phone] . can i help with anything else today ?	booking completed ! booked car type [taxi_type] contact number [taxi_phone] is there anything else i can help you with ?
have a great day . enjoy your trip . goodbye .	you are welcome . have a nice day .
there are no sports place -s in the [value_area] of town .	[attraction_name] is a nice place in the [value_area] . would you like their location ?
yes , there are [value_count] . i can highly recommend [attraction_name] , it s beautiful .	[attraction_name] is a museum in the [value_area] . would you like their location ?
the address is [attraction_address] .	[attraction_name] is located at [attraction_address] . their postcode is [attraction_postcode] . is there anything else i can help you with ?
the postcode is [attraction_postcode] . is there anything else i can help you with ?	the postcode is [attraction_postcode] . is there anything else i can help you with ?
yes i found [restaurant_name] located in the [value_area] . it serves [value_food] food in the [value_pricerange] price range . would you like to book a table ?	[restaurant_name] is a [value_pricerange] -ly priced [value_food] restaurant in the [value_area] . would you like their location ?
i have made the reservations and your reference number is [restaurant_reference] .	booking was successful . the table will be reserved for [value_count] minutes . reference number is [restaurant_reference] . is there anything else i can help you with ?
i hope i have been of help to you	you are welcome . have a nice day .
thank you for using the [value_place] towninfo [value_area] . goodbye !	you are welcome . have a nice day .
thank you so much . have a nice day	where are you departing from ?
the first train to leave [value_place] after [value_time] leaves at [value_time] and costs [value_price] pounds . would you like me to book that for you ?	the price is [value_price] pounds . is there anything else i can help you with ?
done . your reference number is [train_reference] .	booking was successful , the total fee is [value_price] gbp payable at the station . reference number is [train_reference] . is there anything else i can help you with ?
[restaurant_name] serves [value_food] food and is in the [value_area] area of town in the [value_pricerange] price range . the address is [restaurant_address] . would you like to make a reservation ?	[restaurant_name] is a [value_pricerange] -ly priced [value_food] restaurant in the [value_area] . would you like their location ?
you are welcome have a great day !	you are welcome . have a nice day .
finches is a [value_pricerange] guesthouse located in the [value_area] . it has a [value_count] star rating and offers both free internet and free parking . would you like more info or to book ?	[hotel_name] is a [value_pricerange] -ly priced [value_count] star hotel in the [value_area] . would you like me to book a room ?
how many rooms will you book ?	booking was successful . reference number is [hotel_reference] . is there anything else i can help you with ?
your rooms are reserved . reference number [attraction_reference] .	booking was successful . reference number is [hotel_reference] . is there anything else i can help you with ?
sure , do you have a preference for a museum and college and architecture , etc ?	[attraction_name] is a nice place in the [value_area] . would you like their location ?
i enjoy [attraction_name] . it is free and i love the architecture . would you like more information on it ?	[attraction_name] is a nice place . would you like their location ?
its address is on [attraction_address] and its postal code is [attraction_postcode] .	[attraction_name] is located at [attraction_address] . their postcode is [attraction_postcode] . is there anything else i can help you with ?
not a problem , a [taxi_type] will pick you up then , and the contact number is [taxi_phone] . anything else today ?	booking completed ! booked car type [taxi_type] contact number [taxi_phone] is there anything else i can help you with ?
okay great , have a good day !	you are welcome . have a nice day .
i have [value_count] hotel -s that match the description of [value_count] star rating -s . are you looking for a hotel in the [value_area] or [value_area] area ?	[hotel_name] is a [value_pricerange] -ly priced [value_count] star hotel in the [value_area] part of town . would you like their location ?
the [hotel_name] is <unk> to be great and it offers free wifi . would you like me to book you a room ?	[hotel_name] is a [value_pricerange] -ly priced [value_count] star hotel in the [value_area] part of town . would you like me to book a room ?
sorry , it looks like the hotel cannot accommodate you for that amount of time .	booking was unsuccessful . would you like to try a different day or a shorter stay ?
great , your reference number is [hotel_reference] . is there anything else i can help with ?	booking was successful . reference number is [hotel_reference] . is there anything else i can help you with ?
wonderful . glad to help .	you are welcome . have a nice day .
ok . are you departing from [value_place] ?	where are you departing from ?
what day and time would you like to depart ?	what day would you like to travel ?
alright , and what time would you like to leave or arrive by ?	what time would you like to leave ?
okay . [train_id] departs at [value_time] . would you like me to book that for you ?	[train_id] leaves at [value_time] and arrives at [value_time] . would you like me to book that for you ?
the price is [value_price] pounds per person , would you like me to book you ?	the price is [value_price] pounds . is there anything else i can help you with ?
okay i got [value_count] ticket for you . the reference number is [train_reference] . anything else today ?	booking was successful , the total fee is [value_price] gbp payable at the station . reference number is [train_reference] . is there anything else i can help you with ?
i am sorry , there are no theatres in the [value_area] .	[attraction_name] is a nice place in the [value_area] . would you like their location ?
i have the [attraction_name] park . they have free entrance . the address is cherry hinton hall , [attraction_address] . the postcode is [attraction_postcode] . phone number is [attraction_phone] .	[attraction_name] is a nice place in the [value_area] . would you like their location ?
i am glad to help enjoy !	you are welcome . have a nice day .
have a nice day .	you are welcome . have a nice day .
unfortunately , i do not have any listings for concert <unk> on the [value_area] side . can i check another area of town for you ?	[attraction_name] is a nice place in the [value_area] . would you like their location ?
there are [value_count] entertainment attractions on the [value_area] side . would you like more information ?	[attraction_name] is a nice place . would you like their location ?
sure . [attraction_name] can be reached at [attraction_phone] . it is on [attraction_address] , postcode [attraction_postcode] . can i help you with anything else today ?	[attraction_name] is located at [attraction_address] . their phone number is [attraction_phone] . is there anything else i can help you with ?
okay thank you for calling .	you are welcome . have a nice day .
it s a [value_count] star guesthouse . what information would you like to know about it ?	[hotel_name] is a [value_pricerange] -ly priced [value_count] star hotel in the [value_area] . would you like me to book a room ?
the postcode is [attraction_postcode] , and they do have internet .	[hotel_name] is a [value_pricerange] -ly priced [value_count] star hotel . their postcode is [hotel_postcode] . is there anything else i can help you with ?
nothing in the [value_area] , sorry . the closest boat would be [attraction_name] in the [value_area] . is that too far ?	[attraction_name] is a nice place in the [value_area] . would you like their location ?
there are [value_count] museums in the [value_area] . i recommend [attraction_name] . would you like the address and phone ?	[attraction_name] is a nice place in the [value_area] . would you like their location ?
[attraction_name] is on [attraction_address] , [attraction_postcode] . can i help you with anything else ?	the address is [hotel_address] . is there anything else i can help you with ?
i am glad to have been of assistance . have a great day . goodbye .	you are welcome . have a nice day .
i have [value_count] restaurant in the [value_area] end called [restaurant_name] in the [value_pricerange] range .	[restaurant_name] is a [value_pricerange] -ly priced [value_food] restaurant in the [value_area] part of town . would you like their location ?
sure ! [restaurant_name] is located at [restaurant_address] in postcode [restaurant_postcode] . will that be all for today ?	[restaurant_name] is located at [restaurant_address] . their postcode is [restaurant_postcode] . is there anything else i can help you with ?
thanks for using [value_place] towninfo [value_area] , and have a great day !	you are welcome . have a nice day .
i am sorry , there are no entertainment attractions in the [value_area] of the city . would you like to try a different area of the city ?	[attraction_name] is a nice place in the [value_area] part of town . would you like their location ?
sure , there are plenty of those in the [value_area] . i would recommend [attraction_name] , located at [attraction_address] . can i get you more information ?	[restaurant_name] is a nice place in the [value_area] part of town . would you like their location ?
the phone number is [attraction_phone] and the entrance fee is [value_count] pounds . can i help with anything else ?	their phone number is [attraction_phone] . is there anything else i can help you with ?
i have [value_count] trains between those [value_count] area -s on [value_day] . what time do you want to travel ?	what time would you like to leave ?
there are [value_count] trains leaving after [value_time] what time would you like to arrive by ?	[train_id] leaves at [value_time] . would you like me to book that for you ?
the [train_id] costs [value_price] .	[attraction_name] is a museum in the [value_area] . would you like their location ?
that train arrives by [value_time] . is there anything else i can help you with ?	it leaves at [value_time] . is there anything else i can help you with ?
you are welcome . i hope you have a great trip ! goodbye .	you are welcome . have a nice day .
what time would you like the train to arrive at [value_place] ? keep in mind the train ride duration is <unk> [value_count] minutes .	where are you departing from ?
how about [train_id] ? it leaves at [value_time] .	[train_id] leaves at [value_time] . would you like me to book that for you ?
thank you for allowing me to help today .	you are welcome . have a nice day .
several restaurant -s fit your criteria . do you prefer a specific area ?	[restaurant_name] is a [value_pricerange] -ly priced [value_food] restaurant in the [value_area] part of town . would you like their location ?
the <unk> [value_count] place -s serving [value_food] cuisine are [restaurant_name] , [restaurant_name] , and [restaurant_name] . would you like more options ?	[restaurant_name] is a [value_pricerange] -ly priced [value_food] restaurant in the [value_area] part of town . would you like their location ?
your table for [value_count] is reserved at [restaurant_name] . your reference number is [restaurant_reference] . is there anything else i can help you with today ?	booking was successful . the table will be reserved for [value_count] minutes . reference number is [restaurant_reference] . is there anything else i can help you with ?
